f009f759-41aa-4254-9ff8-1bfa14670626,5a04be15-7477-4fc8-a22c-7c7a6603a501,Medium,[ТД] Солнечногорский МЗ,R078_Обнаружено большое количество вредоносных объектов на одном хосте,New,2025-04-03T15:43:35+03:00,R078_Обнаружено большое количество вредоносных объектов на одном хосте,,2
cff053db-0e7f-4fdf-96d4-787a04839426,5a04be15-7477-4fc8-a22c-7c7a6603a501,Low,[ТД] Солнечногорский МЗ,R152_Запущенный процесс имеет подозрительный родительский процесс,New,2025-04-02T14:52:59+03:00,R152_Запущенный процесс имеет подозрительный родительский процесс,,1
d3523790-ea7a-45db-ac85-ccf3af33d3f7,5a04be15-7477-4fc8-a22c-7c7a6603a501,Medium,[ТД] Солнечногорский МЗ,R077_Обнаружено вредоносное ПО,In progress,2025-04-02T08:06:36+03:00,R077_Обнаружено вредоносное ПО,Александра Зейферт,2
4831dac8-a9c8-40db-9949-bac3b67b51a1,5a04be15-7477-4fc8-a22c-7c7a6603a501,Medium,[ТД] Солнечногорский МЗ,R083_Обнаружены следы использования нежелательных утилит,In incident,2025-04-01T13:46:18+03:00,R083_Обнаружены следы использования нежелательных утилит,Александра Зейферт,2
4916ea76-fe2f-4d45-992d-2f37c4ed4823,5a04be15-7477-4fc8-a22c-7c7a6603a501,Low,[ТД] Солнечногорский МЗ,R109_Использование известных зловредных фреймворков для эксплуатации уязвимостей,New,2025-04-01T02:00:25+03:00,R109_Использование известных зловредных фреймворков для эксплуатации уязвимостей,,1

Распределение алертов по правилам корреляции
2025-04-01T00:00:00+03:00 - 2025-04-24T15:53:27+03:00
[ТД] Солнечногорский МЗ

metric,value
8,R083_Обнаружены следы использования нежелательных утилит
3,R077_Обнаружено вредоносное ПО
2,R080_Всплеск заражений ВПО
2,R107_Использование сжатия данных
2,R294_Обфускация команд PowerShell
2,R110_Использование подозрительных опций в командах PowerShell
1,R152_Запущенный процесс имеет подозрительный родительский процесс
1,R223_Сбор информации о процессах
1,R071_Получен доступ к ADMIN$
1,R078_Обнаружено большое количество вредоносных объектов на одном хосте
1,R290_Запуск скриптов из общедоступной директории
1,R220_Сбор информации об учетных записях
1,R058_Локальная учетная запись была создана подозрительным пользователем
1,R063_Добавление учетной записи в группу доменных или локальных администраторов
1,R224_Сбор информации о системе
1,R109_Использование известных зловредных фреймворков для эксплуатации уязвимостей
1,R059_Большое количество манипуляций с учетными записями за короткий промежуток времени
1,R052_Учетная запись была удалена из группы подозрительным пользователем

