65,SQL Server is attempting to register a Service Principal Name (SPN)
65,Restart SQL Server using the trace flag
65,SQL Server is now ready for client connections
65,Microsoft Corporation
65,Registry startup parameters
65,System Manufacturer and System Model Information
65,Server process ID
65,SQL Trace was started
65,All rights reserved
65,Clearing tempdb database
65,Common language runtime (CLR) functionality initialized using CLR
59,Service Broker manager has started
54,The system is entering sleep
49,SQL Server is terminating because of a system shutdown

