31513,A Windows Filtering Platform sub-layer has been changed.
30918,Image loaded
28342,FileCreate
24326,Событие состояния службы
23935,R031_01_Вход с разных хостов на один Windows хост под одной учетной записью
21940,A Windows Filtering Platform provider has been changed.
21196,The log file was cleared
20114,A new service was installed in the system
19395,Сервис загрузки
19239,An IPsec Quick Mode security association was established.
19033,FileCreateStreamHash
18400,An IPsec Quick Mode security association ended.
17052,Контроль устройств
15749,A member was added to a security-enabled local group.
15567,Драйвер
15364,The following provider was present when the Windows Filtering Platform Base Filtering Engine started.
15231,A member was removed from a security-enabled local group.
14948,A process changed a file creation time
14780,Windows Firewall Group Policy settings has changed. The new settings have been applied.
13468,User initiated logoff
12790,The following sub-layer was present when the Windows Filtering Platform Base Filtering Engine started.
12703,ProcessTampering (Process image change)
12509,Installation or update of device drivers.
11616,A cryptographic function provider operation was attempted.
11490,FileDeleteDetected (File Delete logged)
10810,A change has been made to Windows Firewall exception list. A rule was modified.
10801,Агент Центра обновления Windows
10418,R281_02_Установка нового сервиса из общедоступной директории
10109,Диспетчер транзакций
9114,Оперативная дефрагментация
9062,RegistryEvent (Key and Value Rename)
9040,Обновление KS WS
8945,"R402_Успешная доставка письма от внешнего отправителя, письма которого ранее блокировались"
8735,Ведение журнала/Восстановление
8446,Databases and Modules Update for Kaspersky Endpoint Agent
8094,Internal resources allocated for the queuing of audit messages have been exhausted
8033,A cryptographic function operation was attempted.
7984,Повреждение базы данных
7711,WmiEvent (WmiEventConsumer activity detected)
7606,core
7238,A notification package has been loaded by the Security Account Manager.
7112,The process has initiated the power off of computer on behalf of user for the following reason
7058,Служба поиска
7045,An attempt was made to register a security event source.
6917,События сбоев приложения
6790,An attempt was made to unregister a security event source.
6755,An IPsec main mode negotiation failed
5992,A rule has been ignored by Windows Firewall because it could not parse the rule.
5784,LMS
5600,An IPsec Main Mode security association was established. Extended Mode was not enabled.  Certificate authentication was not used.
5516,Активация программы KSS
5438,Добавление ключа KES
5386,An IPsec Main Mode security association ended.
5337,The screen saver was invoked.
5268,Startup of the UMDF reflector
5243,Установка драйвера
5165,The Windows Firewall Service has started successfully.
5039,The screen saver was dismissed.
4850,The Windows Firewall Driver has started successfully.
4849,Проверка KES
4829,Other System Events
4813,The event logging service has shut down
4703,message part scan result
4663,IPsec Services has started successfully.
4578,The following policy was active when the Windows Firewall started.
4439,FileBlockShredding
4230,The Per-user audit policy table was created.
4206,WmiEvent (WmiEventFilter activity detected)
4079,Миграция драйвера
4017,Windows is starting up.
3930,The kernel power manager has initiated a shutdown transition
3861,Anti-Spam bases updated
3861,Anti-Spam bases are up to date
3861,Anti-Spam bases applied
3812,RegistryEvent (Value Set)
3808,Защита
3610,An authentication package has been loaded by the Local Security Authority.
3085,Поиск уязвимостей и требуемых обновлений
2885,Средство сбора данных
2868,Выполнение службы
2866,Boot Configuration Data loaded.
2863,Установка или обновление драйверов устройств.
2781,A primary token was assigned to process.
2745,A session was disconnected from a Window Station.
2497,Другие системные события
2224,An IPsec Quick Mode negotiation failed.
2183,Обработка события
2094,Обновление
2014,A session was reconnected to a Window Station.
2005,Anti-Phishing bases applied
2005,Anti-Phishing bases are up to date
1932,Logon Cache
1901,PnP
1895,Process terminated
1873,HTTP Setup Trace Task
1865,Data Recovery Agent group policy for Encrypting File System (EFS) has changed. The new changes have been applied.
1768,Security policy in the group policy objects has been applied successfully.
1766,The event logging service encountered an error while processing an incoming event published from %1
1629,R219_Использование VPN портов
1523,MALWAREPROTECTION_CONFIG_CHANGED
1480,Started invocation of ScriptBlock
1460,message backup result
1415,A cryptographic self test was performed.
1342,PipeEvent (Pipe Created)
1274,Быстродействие
1214,Anti-Phishing bases updated
1206,A member was added to a security-enabled global group.
1177,Anti-Virus bases applied
1177,R058_01_Локальная учетная запись в ОС Windows была создана подозрительным пользователем
1177,A user account was created.
1177,Anti-Virus bases are up to date
1171,An attempt was made to reset an account's password.
1125,R005_01_Попытка входа под стандартной учетной записью в Windows
1116,A user account was changed.
1113,Windows PowerShell ISE has started to run script file
1082,Argument injection in PHP-CGI
1079,Network connection
1071,A user account was enabled.
1020,ProcessAccess
1017,A user account was deleted.
1011,A member was removed from a security-enabled global group.
998,%1
942,Windows PowerShell ISE is stopping the current command
927,The requested credentials delegation was disallowed by policy.
907,Загрузка обновлений в хранилище Сервера администрирования
869,Anti-Virus bases updated
866,Инвентаризация
814,Запуск отражателя UMDF
656,Постоянная защита файлов
601,MALWAREPROTECTION_ANTISPYWARE_DISABLED
546,HTTP Configuration Property Trace Task
513,FileDelete (File Delete archived)
394,The following provider context was present when the Windows Filtering Platform Base Filtering Engine started.
389,cc
378,The Password Policy Checking API was called.
369,USB Device Enumeration
365,Одноранговый
347,Update
343,FileExecutableDetected
333,Добавление ключа KES БЦТ
330,A security-enabled local group was created.
318,A security-enabled local group was changed.
295,Сервер
290,Service State Event
280,R060_Большое количество манипуляций с группами за короткий промежуток времени
266,R035_Возможный подбор пароля методом перебора учетных записей
266,R035_02_Попытки входа на один хост под разными учетными записями
253,MALWAREPROTECTION_RTP_DISABLED
231,R281_01_Установка сервиса не из системной директории
208,An IPsec Main Mode security association was established. Extended Mode was not enabled.  A certificate was used for authentication.
177,Verification operation failed.
171,Настройка драйвера после установки
157,During Quick Mode negotiation  IPsec received an invalid negotiation packet.
156,Domain Policy was changed.
154,R059_01_Большое количество манипуляций с учетными записями за короткий промежуток времени в ОС Windows
151,MALWAREPROTECTION_SCAN_STARTED
149,admin_console
148,R080_Всплеск заражений ВПО
148,R080_02_KSC. Всплеск заражений ВПО
134,DNSEvent (DNS query)
127,WmiEvent (WmiEventConsumerToFilter activity detected)
126,Защита от сетевых угроз
125,System Integrity
117,События зависания
107,Event processing
99,Error Message
99,nothing to update
94,RDP Server Brute Force Exploit
89,События диагностики исчерпания ресурсов
75,Служба лицензирования удаленных рабочих столов запущена.
73,A cryptographic provider operation was attempted.
72,Driver Installation
66,Сведения о классе модуля поддержки
63,TM
62,MALWAREPROTECTION_SCAN_COMPLETED
61,Защита от веб-угроз
60,Path traversal and file disclosure vulnerability in Apache 2.4.49
60,System audit policy was changed.
56,Nmap UserAgent
50,Производительность

Последние инциденты
2025-04-01T00:00:00+03:00 - 2025-04-24T15:44:09+03:00
Технодинамика

No Data

